name	O1_Tg_F_Th	O2_Tg_TR	Y1_Th_TG_f	Y2_Tg_TR	O1_E_1cm	O1_E_5cm	O2_E_1cm	O2_E_5cm	Y1_E_1cm	Y1_E_5cm	Y2_E_1cm	Y2_E_5cm	O1_S_1	O1_S_3	O2_S_1	O2_S_3	Y1_S_1	Y1_S_3	Y2_S_1	Y2_S_3	O1_SI_161cm	O1_SI_1cm	O1_SI_201cm	O1_SI_41cm	O1_SI_81cm	O2_SI_121cm	O2_SI_145cm	O2_SI_49cm	Y1_SI_113cm	Y1_SI_137cm	Y1_SI_29cm	Y1_SI_85cm	Y2_SI_113cm	Y2_SI_141cm	Y2_SI_169cm	Y2_SI_1cm	Y2_SI_29cm	Y2_SI_57cm	O1_LI_10cm	O1_LI_19cm	O1_LI_1cm	O1_LI_28cm	O1_LI_37cm	O1_LI_46cm	O1_LI_55cm	O2_LI_10cm	O2_LI_19cm	O2_LI_1cm	O2_LI_28cm	O2_LI_37cm	O2_LI_46cm	O2_LI_55cm	Y1_LI_10cm	Y1_LI_19cm	Y1_LI_1cm	Y1_LI_28cm	Y1_LI_37cm	Y1_LI_46cm	Y1_LI_55cm	Y2_LI_10cm	Y2_LI_19cm	Y2_LI_1cm	Y2_LI_28cm	Y2_LI_37cm	Y2_LI_46cm	Y2_LI_55cm
Clostridium tetanomorphum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0
Clostridium thermarum	1.00E-05	2.00E-05	0	0	0	0	0	0	6.00E-05	9.00E-05	0	0	2.00E-05	0	2.00E-05	2.00E-05	4.00E-05	3.00E-05	2.00E-05	1.00E-05	0	3.00E-05	0	0	0	0.0003	6.00E-05	4.00E-05	0	3.00E-05	0	0	4.00E-05	2.00E-05	2.00E-05	0	4.00E-05	2.00E-05	2.00E-05	3.00E-05	4.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	4.00E-05	4.00E-05	9.00E-05	0.00011	3.00E-05	0.00013	0.00011	0.00013	0.0001	3.00E-05	3.00E-05	3.00E-05	4.00E-05	5.00E-05	4.00E-05	4.00E-05
Clostridium thermosuccinogenes	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	2.00E-05	2.00E-05	1.00E-05	0	0	3.00E-05	3.00E-05	0	3.00E-05	0	0	4.00E-05	3.00E-05	0	3.00E-05	0	0	0	0	1.00E-05	0	0	1.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	5.00E-05	7.00E-05	0.0001	9.00E-05	3.00E-05	8.00E-05	9.00E-05	9.00E-05	9.00E-05	3.00E-05	4.00E-05	1.00E-05	3.00E-05	4.00E-05	3.00E-05	4.00E-05
Clostridium tyrobutyricum	1.00E-05	2.00E-05	0	0	0	0	0	0	0.00014	4.00E-05	0.0001	0	2.00E-05	0	2.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	1.00E-05	2.00E-05	4.00E-05	4.00E-05	0	0	0.00019	4.00E-05	4.00E-05	0	2.00E-05	0	0	3.00E-05	2.00E-05	2.00E-05	4.00E-05	4.00E-05	2.00E-05	2.00E-05	3.00E-05	4.00E-05	3.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	4.00E-05	0.00014	0.00017	3.00E-05	0.0002	0.00018	0.00019	0.00016	3.00E-05	4.00E-05	3.00E-05	4.00E-05	5.00E-05	4.00E-05	4.00E-05
Cnuibacter physcomitrellae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Cobetia amphilecti	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobetia litoralis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0
Cobetia pacifica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobetia sp. 4B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	8.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	0	0	1.00E-05	0	2.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05
Cobetia sp. AM6	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobetia sp. D5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobetia sp. L2A1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cobetia sp. cqz5-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Coconut lethal yellowing phytoplasma	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	5.00E-05	3.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	6.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0
Cognaticolwellia beringensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	3.00E-05	0	3.00E-05	0	3.00E-05	0	0	0	0	1.00E-05	0	0	1.00E-05	1.00E-05	0	0	0	1.00E-05	3.00E-05	6.00E-05	4.00E-05	4.00E-05	4.00E-05	3.00E-05	4.00E-05	4.00E-05	2.00E-05	4.00E-05	4.00E-05	3.00E-05	1.00E-05	1.00E-05	3.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05
Cognatishimia activa	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Cohaesibacter marisflavi	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	1.00E-05	0	1.00E-05	0	1.00E-05
Cohaesibacter sp. ES.047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	2.00E-05	0	2.00E-05	1.00E-05	2.00E-05	2.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05
Cohnella abietis	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Cohnella candidum	0	1.00E-05	0	0	0	0	6.00E-05	0	0	0	0	0	0	0	0	1.00E-05	2.00E-05	1.00E-05	0	0	0	0	3.00E-05	0	2.00E-05	0	2.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05
Cohnella cholangitidis	0	1.00E-05	0	0	0	0	5.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	4.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	3.00E-05	3.00E-05	4.00E-05	3.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05
Cohnella herbarum	0	0	0	0	0	0	6.00E-05	0	0	4.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	3.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Cohnella sp. LGH	1.00E-05	1.00E-05	0	7.00E-05	0	0	0.00039	0	0	0.00011	0	0	1.00E-05	0	0	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	5.00E-05	4.00E-05	7.00E-05	5.00E-05	5.00E-05	4.00E-05	6.00E-05	0	0	2.00E-05	0	0	4.00E-05	2.00E-05	0	0	0	2.00E-05	4.00E-05	6.00E-05	3.00E-05	6.00E-05	5.00E-05	5.00E-05	5.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	5.00E-05	6.00E-05	6.00E-05	5.00E-05	3.00E-05	5.00E-05	5.00E-05	5.00E-05	6.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05
Collimonas arenae	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Collimonas fungivorans	0	1.00E-05	0	0	0	0	0.00013	0	0	0	0	0	0	0	3.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	3.00E-05	3.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Collimonas pratensis	0	0	0	0	0	0	4.00E-05	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	0
Collinsella ihumii	1.00E-05	4.00E-05	0	0	0	0	0	8.00E-05	0	0	0	0	1.00E-05	0	0	2.00E-05	0.00012	1.00E-05	0	0	3.00E-05	5.00E-05	0	3.00E-05	5.00E-05	0	3.00E-05	3.00E-05	0	5.00E-05	0	0	3.00E-05	0	0	5.00E-05	0	1.00E-05	4.00E-05	4.00E-05	4.00E-05	4.00E-05	3.00E-05	4.00E-05	4.00E-05	4.00E-05	5.00E-05	4.00E-05	3.00E-05	5.00E-05	0.0001	0.00012	9.00E-05	0.00011	4.00E-05	0.00011	0.00011	0.00011	0.00015	2.00E-05	3.00E-05	2.00E-05	4.00E-05	4.00E-05	4.00E-05	5.00E-05
Collinsella sp. zg1085	0	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	5.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	3.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Collinsella stercoris	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0.0001	1.00E-05	2.00E-05	1.00E-05	0	0	4.00E-05	3.00E-05	3.00E-05	0	3.00E-05	4.00E-05	0	6.00E-05	0	0	1.00E-05	1.00E-05	0	0	3.00E-05	1.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	3.00E-05	3.00E-05	5.00E-05	2.00E-05	2.00E-05	3.00E-05	6.00E-05	9.00E-05	5.00E-05	5.00E-05	3.00E-05	5.00E-05	5.00E-05	5.00E-05	6.00E-05	1.00E-05	2.00E-05	1.00E-05	3.00E-05	3.00E-05	2.00E-05	3.00E-05
Collinsella tanakaei	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	8.00E-05	0	0	0	2.00E-05	3.00E-05	5.00E-05	0	0	0	2.00E-05	3.00E-05	0	5.00E-05	0	0	2.00E-05	0	1.00E-05	0	0	1.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	5.00E-05	3.00E-05	2.00E-05	4.00E-05	8.00E-05	0.00011	9.00E-05	8.00E-05	3.00E-05	8.00E-05	8.00E-05	8.00E-05	0.0001	2.00E-05	2.00E-05	1.00E-05	3.00E-05	3.00E-05	3.00E-05	3.00E-05
Colwellia sp. 20A7	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	3.00E-05	1.00E-05	1.00E-05	6.00E-05	0	6.00E-05	7.00E-05	6.00E-05	0	3.00E-05	2.00E-05	0	3.00E-05	0	0	4.00E-05	2.00E-05	1.00E-05	0	3.00E-05	2.00E-05	6.00E-05	0.0001	3.00E-05	9.00E-05	8.00E-05	6.00E-05	7.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	2.00E-05	3.00E-05	1.00E-05	3.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	3.00E-05	1.00E-05	2.00E-05
Colwellia sp. Arc7-635	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	2.00E-05	1.00E-05	3.00E-05	0	0	0	0	0	3.00E-05	2.00E-05	0	0	0	0	2.00E-05	0	0	0	1.00E-05	0	0	0	1.00E-05	3.00E-05	4.00E-05	1.00E-05	4.00E-05	3.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Colwellia sp. Arc7-D	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	0	0	3.00E-05	0	3.00E-05	4.00E-05	4.00E-05	0	0	0	0	2.00E-05	0	0	1.00E-05	1.00E-05	0	0	5.00E-05	1.00E-05	3.00E-05	5.00E-05	1.00E-05	4.00E-05	4.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05
Colwellia sp. MT41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	2.00E-05	0	0	0	0	0	0	0	0	2.00E-05	0	0	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Colwellia sp. PAMC 20917	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	1.00E-05	3.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	2.00E-05	3.00E-05	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.00E-05	2.00E-05	4.00E-05	4.00E-05	4.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	5.00E-05	3.00E-05	2.00E-05
Colwellia sp. PAMC 21821	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	3.00E-05	1.00E-05	1.00E-05	0	0	0	0	3.00E-05	0	3.00E-05	0	0	2.00E-05	0	0	0	1.00E-05	0	0	0	1.00E-05	2.00E-05	4.00E-05	1.00E-05	3.00E-05	3.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	3.00E-05	3.00E-05	1.00E-05	1.00E-05	5.00E-05	4.00E-05	2.00E-05	4.00E-05	3.00E-05	3.00E-05	2.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	3.00E-05	2.00E-05	2.00E-05
Comamonadaceae bacterium AAW	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05
Comamonadaceae bacterium M7527	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	2.00E-05	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Comamonadaceae bacterium OS-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Comamonadaceae bacterium OS-4	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	2.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Comamonadaceae bacterium OTU4NAUVB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Comamonas antarctica	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
Comamonas aquatica	3.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0.00103	4.00E-05	0	2.00E-05	2.00E-05	1.00E-05	1.00E-05	3.00E-05	2.00E-05	0	0	8.00E-05	0	0	7.00E-05	4.00E-05	0	0	1.00E-05	0.00069	0	0	0	0	0	0	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	3.00E-05	2.00E-05	3.00E-05	5.00E-05	5.00E-05	3.00E-05	3.00E-05	1.00E-05	3.00E-05	3.00E-05	3.00E-05	4.00E-05	1.00E-05	2.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05
Comamonas endophytica	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	1.00E-05	1.00E-05	0
Comamonas flocculans	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	1.00E-05	0	0	0	0	0	1.00E-05	1.00E-05
Comamonas fluminis	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	2.00E-05	1.00E-05	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	0	0	0	0	1.00E-05	0	0
Comamonas kerstersii	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	2.00E-05	1.00E-05	1.00E-05	0	0	4.00E-05	0	5.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	2.00E-05	1.00E-05	5.00E-05	1.00E-05	1.00E-05	5.00E-05	1.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	2.00E-05	0	1.00E-05	0	1.00E-05	2.00E-05	1.00E-05	1.00E-05
Comamonas odontotermitis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	0	0	0	0	0	0
Comamonas piscis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	1.00E-05	0	0	0	1.00E-05	1.00E-05	0	0	1.00E-05	0	0	1.00E-05
Comamonas resistens	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	1.00E-05	2.00E-05	2.00E-05	0	2.00E-05	2.00E-05	2.00E-05	3.00E-05	1.00E-05	1.00E-05	0	1.00E-05	1.00E-05	1.00E-05	1.00E-05
